1;;0
2;;1
3;;-1
4;;1
5;;-1
6;;1
7;;0
8;;-1
9;;1
10;;-1
11;;-1
12;;1
13;;0
14;;1
15;;0
16;;1
17;;1
18;;-1
19;;1
20;;1
21;;0
22;;-1
23;;0
24;;1
25;;-1
26;;1
27;;1
28;;-1
29;;0
30;;-1
31;;1
32;;-1
33;;0
34;;-1
35;;0
36;;0
37;;-1
38;;1
39;;0
40;;1
41;;-1
42;;1
43;;1
44;;-1
45;;1
46;;1
47;;1
48;;1
49;;0
50;;1
51;;0
52;;-1
53;;-1
54;;1
55;;-1
56;;-1
57;;0
58;;1
59;;0
60;;1
61;;0
62;;1
63;;0
64;;1
65;;0
66;;-1
67;;-1
68;;-1
69;;0
70;;0
71;;-1
72;;0
73;;0
74;;0
75;;-1
76;;0
77;;-1
78;;1
79;;0
80;;-1
81;;1
82;;0
83;;1
84;;0
85;;1
86;;1
87;;0
88;;1
89;;-1
90;;-1
91;;0
92;;-1
93;;0
94;;0
95;;-1
96;;1
97;;0
98;;1
99;;1
100;;1
101;;0
102;;0
103;;1
104;;0
105;;0
106;;0
107;;-1
108;;0
109;;1
110;;-1
111;;1
112;;-1
113;;-1
114;;-1
115;;-1
116;;0
117;;-1
118;;0
119;;1
120;;0
121;;0
122;;-1
123;;1
124;;0
125;;1
126;;-1
127;;-1
128;;-1
129;;1
130;;-1
131;;-1
132;;0
133;;-1
134;;1
135;;1
136;;-1
137;;1
138;;-1
139;;1
140;;1
141;;-1
142;;1
143;;1
144;;0
145;;-1
146;;0
147;;-1
148;;0
149;;-1
150;;0
151;;0
152;;1
153;;0
154;;1
155;;1
156;;1
157;;-1
158;;1
159;;-1
160;;-1
161;;0
162;;1
163;;-1
164;;1
165;;0
166;;0
167;;-1
168;;-1
169;;-1
170;;-1
171;;0
172;;0
173;;0
174;;1
175;;-1
176;;-1
177;;1
178;;0
179;;0
180;;0
181;;0
182;;0
183;;0
184;;0
185;;1
186;;-1
187;;-1
188;;1
189;;0
190;;-1
191;;-1
192;;-1
193;;1
194;;0
195;;1
196;;0
197;;-1
198;;1
199;;-1
200;;0
201;;0
202;;-1
203;;0
204;;-1
205;;0
206;;-1
207;;0
208;;0
209;;-1
210;;0
211;;1
212;;1
213;;0
214;;1
215;;0
216;;1
217;;0
218;;0
219;;1
220;;-1
221;;1
222;;-1
223;;0
224;;0
225;;0
226;;1
227;;0
228;;1
229;;0
230;;0
231;;1
232;;1
233;;1
234;;1
235;;1
236;;1
237;;0
238;;0
239;;0
240;;-1
241;;1
242;;-1
243;;0
244;;0
245;;0
246;;0
247;;1
248;;1
249;;-1
250;;1
251;;0
252;;0
253;;-1
254;;0
255;;0
256;;1
257;;1
258;;1
259;;1
260;;0
261;;0
262;;0
263;;1
264;;1
265;;1
266;;1
267;;0
268;;0
269;;1
270;;0
271;;0
272;;0
273;;1
274;;1
275;;0
276;;-1
277;;1
278;;1
279;;0
280;;1
281;;0
282;;1
283;;-1
284;;1
285;;-1
286;;0
287;;0
288;;1
289;;-1
290;;1
291;;0
292;;1
293;;0
294;;-1
295;;-1
296;;1
297;;1
298;;1
299;;0
300;;-1
301;;-1
302;;1
303;;-1
304;;0
305;;-1
306;;0
307;;1
308;;1
309;;1
310;;1
311;;1
312;;0
313;;-1
314;;0
315;;1
316;;0
317;;1
318;;-1
319;;0
