1;;0
2;;1
3;;-1
4;;-1
5;;-1
6;;1
7;;0
8;;-1
9;;1
10;;-1
11;;-1
12;;1
13;;1
14;;1
15;;0
16;;1
17;;0
18;;-1
19;;1
20;;1
21;;0
22;;-1
23;;0
24;;1
25;;-1
26;;1
27;;1
28;;-1
29;;0
30;;-1
31;;1
32;;-1
33;;-1
34;;1
35;;0
36;;0
37;;-1
38;;1
39;;0
40;;0
41;;0
42;;1
43;;1
44;;0
45;;0
46;;1
47;;-1
48;;1
49;;0
50;;1
51;;1
52;;-1
53;;-1
54;;1
55;;-1
56;;-1
57;;-1
58;;1
59;;1
60;;1
61;;0
62;;1
63;;1
64;;1
65;;0
66;;-1
67;;1
68;;0
69;;1
70;;1
71;;-1
72;;1
73;;0
74;;0
75;;-1
76;;0
77;;-1
78;;1
79;;1
80;;1
81;;1
82;;0
83;;0
84;;0
85;;-1
86;;-1
87;;0
88;;-1
89;;-1
90;;-1
91;;0
92;;-1
93;;0
94;;1
95;;1
96;;1
97;;1
98;;1
99;;1
100;;1
101;;0
102;;1
103;;-1
104;;-1
105;;0
106;;0
107;;1
108;;0
109;;-1
110;;1
111;;1
112;;-1
113;;-1
114;;-1
115;;-1
116;;1
117;;-1
118;;0
119;;1
120;;0
121;;0
122;;1
123;;1
124;;0
125;;1
126;;-1
127;;-1
128;;0
129;;1
130;;-1
131;;1
132;;0
133;;0
134;;1
135;;1
136;;-1
137;;-1
138;;-1
139;;1
140;;0
141;;-1
142;;1
143;;1
144;;1
145;;0
146;;1
147;;-1
148;;1
149;;0
150;;-1
151;;0
152;;1
153;;0
154;;0
155;;1
156;;1
157;;-1
158;;1
159;;0
160;;-1
161;;0
162;;1
163;;-1
164;;1
165;;1
166;;1
167;;0
168;;1
169;;-1
170;;0
171;;1
172;;0
173;;-1
174;;1
175;;-1
176;;-1
177;;1
178;;1
179;;0
180;;0
181;;-1
182;;0
183;;1
184;;0
185;;1
186;;0
187;;-1
188;;1
189;;0
190;;-1
191;;1
192;;-1
193;;-1
194;;-1
195;;1
196;;1
197;;-1
198;;1
199;;-1
200;;1
201;;1
202;;-1
203;;1
204;;1
205;;0
206;;-1
207;;0
208;;0
209;;-1
210;;0
211;;1
212;;1
213;;0
214;;1
215;;0
216;;1
217;;0
218;;1
219;;1
220;;-1
221;;1
222;;-1
223;;0
224;;1
225;;0
226;;1
227;;0
228;;1
229;;1
230;;1
231;;1
232;;1
233;;1
234;;0
235;;1
236;;1
237;;0
238;;-1
239;;0
240;;-1
241;;1
242;;-1
243;;1
244;;0
245;;0
246;;0
247;;1
248;;1
249;;-1
250;;1
251;;-1
252;;0
253;;-1
254;;1
255;;1
256;;1
257;;1
258;;1
259;;1
260;;1
261;;0
262;;0
263;;1
264;;1
265;;1
266;;0
267;;1
268;;0
269;;1
270;;0
271;;0
272;;0
273;;-1
274;;1
275;;0
276;;-1
277;;1
278;;1
279;;0
280;;1
281;;0
282;;1
283;;1
284;;1
285;;-1
286;;0
287;;1
288;;1
289;;-1
290;;1
291;;0
292;;1
293;;0
294;;-1
295;;-1
296;;1
297;;1
298;;1
299;;0
300;;1
301;;-1
302;;0
303;;1
304;;0
305;;0
306;;-1
307;;0
308;;-1
309;;1
310;;1
311;;0
312;;1
313;;0
314;;-1
315;;1
316;;0
317;;1
318;;-1
319;;0
320;;0
