1;;-1
2;;1
3;;-1
4;;-1
5;;-1
6;;-1
7;;-1
8;;0
9;;0
10;;-1
11;;-1
12;;-1
13;;-1
14;;-1
15;;-1
16;;-1
17;;0
18;;1
19;;0
20;;0
21;;-1
22;;0
23;;0
24;;0
25;;-1
26;;-1
27;;1
28;;1
29;;0
30;;-1
31;;1
32;;0
33;;-1
34;;-1
35;;1
36;;-1
37;;-1
38;;-1
39;;0
40;;-1
41;;-1
42;;-1
43;;1
44;;0
45;;0
46;;0
47;;0
48;;-1
49;;0
50;;1
51;;0
52;;1
53;;1
54;;1
55;;1
56;;0
57;;0
58;;0
59;;-1
60;;-1
61;;0
62;;1
63;;1
64;;0
65;;1
66;;0
67;;1
68;;0
69;;0
70;;1
71;;-1
72;;0
73;;-1
74;;1
75;;-1
76;;-1
77;;-1
78;;0
79;;-1
80;;-1
81;;-1
82;;-1
83;;-1
84;;-1
85;;-1
86;;0
87;;-1
88;;0
89;;1
90;;-1
91;;-1
92;;-1
93;;-1
94;;0
95;;-1
96;;1
97;;0
98;;-1
99;;0
100;;-1
101;;-1
102;;-1
103;;-1
104;;-1
105;;-1
106;;0
107;;0
108;;-1
109;;0
110;;0
111;;-1
112;;0
113;;0
114;;1
115;;1
116;;1
117;;1
118;;-1
119;;-1
120;;-1
121;;0
122;;-1
123;;0
124;;0
125;;-1
126;;0
127;;-1
128;;0
129;;1
130;;1
131;;-1
132;;1
133;;0
134;;1
135;;-1
136;;-1
137;;-1
138;;1
139;;0
140;;0
141;;-1
142;;0
143;;-1
144;;-1
145;;-1
146;;1
147;;-1
148;;-1
149;;0
150;;0
151;;1
152;;-1
153;;1
154;;0
155;;-1
156;;-1
157;;-1
158;;-1
159;;-1
160;;-1
161;;-1
162;;-1
163;;-1
164;;-1
165;;-1
166;;-1
167;;-1
168;;-1
169;;-1
170;;1
171;;1
172;;0
173;;-1
174;;-1
175;;-1
176;;-1
177;;-1
178;;1
179;;0
180;;-1
181;;1
182;;-1
183;;-1
184;;1
185;;-1
186;;-1
187;;-1
188;;-1
189;;1
190;;1
191;;-1
192;;0
193;;0
194;;-1
195;;1
196;;-1
197;;0
198;;0
199;;0
200;;-1
201;;-1
202;;1
203;;1
204;;-1
205;;-1
206;;0
207;;1
208;;-1
209;;-1
210;;0
211;;1
212;;0
213;;0
214;;-1
215;;1
216;;0
217;;-1
218;;-1
219;;-1
220;;1
221;;1
222;;0
223;;-1
224;;1
225;;-1
226;;-1
227;;1
228;;0
229;;-1
230;;-1
231;;-1
232;;-1
233;;-1
234;;-1
235;;0
236;;0
237;;-1
238;;-1
239;;0
240;;0
241;;-1
242;;1
243;;0
244;;0
245;;0
246;;0
247;;-1
248;;0
249;;-1
250;;1
251;;1
252;;-1
253;;0
254;;1
255;;-1
256;;-1
257;;0
258;;1
259;;-1
260;;0
261;;0
262;;-1
263;;0
264;;-1
265;;0
266;;-1
267;;-1
268;;-1
269;;-1
270;;1
271;;-1
272;;0
273;;-1
274;;0
275;;-1
276;;1
277;;-1
278;;-1
279;;0
280;;-1
281;;-1
282;;-1
283;;-1
284;;-1
285;;-1
286;;0
287;;-1
288;;0
289;;-1
290;;-1
291;;-1
292;;0
293;;-1
294;;1
295;;-1
296;;-1
297;;-1
298;;1
299;;0
300;;-1
301;;-1
302;;-1
303;;-1
304;;-1
305;;0
306;;-1
307;;0
308;;-1
309;;-1
310;;-1
311;;-1
312;;0
313;;-1
314;;-1
315;;0
316;;1
317;;-1
318;;-1
319;;-1
320;;-1
321;;-1
322;;1
323;;1
324;;1
325;;-1
326;;1
327;;0
328;;0
329;;1
330;;-1
331;;-1
332;;-1
333;;0
334;;1
335;;-1
336;;1
337;;-1
338;;-1
339;;0
340;;1
341;;0
342;;-1
343;;-1
344;;-1
345;;-1
346;;1
347;;-1
348;;-1
349;;-1
350;;0
351;;1
352;;1
353;;0
354;;0
355;;0
356;;0
357;;1
358;;1
359;;1
360;;-1
361;;-1
362;;1
363;;-1
364;;1
365;;1
366;;0
367;;1
368;;1
369;;0
370;;0
371;;-1
372;;1
373;;1
374;;0
375;;0
376;;0
377;;1
378;;-1
379;;-1
380;;1
381;;0
382;;-1
383;;1
384;;-1
385;;-1
386;;-1
387;;-1
388;;-1
389;;-1
390;;1
391;;-1
392;;0
393;;0
394;;-1
395;;-1
396;;0
397;;-1
398;;0
399;;0
400;;0
401;;-1
402;;-1
403;;-1
404;;0
405;;0
406;;-1
407;;-1
408;;0
409;;-1
410;;-1
411;;-1
412;;0
413;;0
414;;0
415;;-1
416;;0
417;;-1
418;;0
419;;0
420;;-1
421;;0
422;;-1
423;;-1
424;;1
425;;0
426;;-1
427;;-1
428;;0
429;;-1
430;;-1
431;;0
432;;0
433;;1
434;;0
435;;-1
436;;0
437;;-1
438;;-1
