1,"['obama', 'notain', 'professionalism', 'throughout', 'entire', 'campaign', 'strong', 'individual']"
2,"['obama', 'go', 'debate', 'swing', 'come', 'bang', 'job', 'president']"
3,"['ditto', 'start', 'years', 'ago', 'work', 'small', 'business', 'start', 'obama', 'term', 'employees']"
4,"['absolutely', 'love', 'obama', 'view', 'immigration', 'really', 'try', 'sympathize', 'yet', 'still', 'take', 'issue']"
5,"['agree', 'completely', 'obama', 'stance', 'immigration', 'let', 'go', 'criminals', 'not', 'students', 'families']"
6,"['obama', 'smile', 'make', 'happy']"
7,"['hahahahahaahahha', 'obama', 'rebuttal', 'get', 'actual', 'crowd', 'reaction', 'ballgame']"
8,"['think', 'economy', 'get', 'worse', 'obama', 'term', 'please', 'crawl', 'rock', 'recession']"
9,"['obama', 'debate', 'performance', 'tonight', 'better', 'first', 'one']"
10,"['like', 'fact', 'not', 'within', 'obama', 'comfort', 'zone', 'rude']"
11,"['president', 'obama', 'policies', 'not', 'create', 'problems', 'inherit', 'debate', 'previous', 'administration']"
12,"['love', 'obama', 'defense', 'immigration']"
13,"['obama', 'haircut', 'look', 'nice']"
14,"['love', 'president', 'obama', 'extemporaneous', 'style', 'speak', 'conversational', 'speak', 'directly']"
15,"['look', 'obama', 'walk', 'sit', 'chair', 'nobody', 'else', 'smooth', 'like', 'obama', 'player', 'younger', 'days', 'lol']"
16,"['irrroc', 'obama', 'spend', 'necessary', 'stop', 'us', 'enter', 'another', 'depression', 'bush', 'put', 'us', 'brink', 'one']"
17,"['obama', 'top', 'game', 'tonight']"
18,"['debate', 'not', 'even', 'obama', 'stats', 'already', 'go', 'back']"
19,"['obama', 'response', 'perfect']"
20,"['wow', 'obama', 'response', 'angry', 'point', 'pres', 'kick', 'ass']"
21,"['obama', 'answer', 'libya', 'attack', 'perfect']"
22,"['jonshuman', 'sure', 'bet', 'dad', 'secure', 'job', 'due', 'obama', 'support', 'billion', 'dollars', 'new', 'stratcom', 'build']"
23,"['appreciate', 'obama', 'pimp', 'walk', 'stroll', 'away', 'stool']"
24,"['yes', 'obama', 'main', 'focus', 'school', 'guy', 'need', 'understand', 'future', 'right']"
25,"['know', 'vote', 'obama', 'amp', 'not', 'black', 'like', 'dude', 'say', 'would', 'part']"
