"['kirkpatrick', 'wear', 'baseball', 'cap', 'embroider', 'barack', 'obama', 'signature', 'hangdog', 'look', 'jason', 'segel', 'courier', 'journal']",0
"['obama', 'debate', 'cracker', 'ass', 'cracker', 'tonight', 'tune']",1
"['miss', 'point', 'afraid', 'not', 'understand', 'bigger', 'picture', 'not', 'obama', 'elect']",0
"['raise', 'democrat', 'leave', 'party', 'years', 'ago', 'lifetime', 'never', 'see', 'president', 'divide', 'country', 'like', 'obama']",-1
"['obama', 'camp', 'not', 'afford', 'lower', 'expectations', 'tonight', 'debate', 'president', 'must', 'give', 'strong', 'performance']",0
"['obama', 'policy', 'disappoint', 'say', 'least', 'via']",-1
"['not', 'hollywood', 'back', 'gene', 'simmons', 'yank', 'obama', 'support', 'call', 'piss', 'poor', 'president']",-1
"['obama', 'expedient', 'speak', 'fair', 'order', 'slenderize', 'biscuit', 'taiwan', 'tensions']",0
"['dream', 'smoke', 'obama']",0
"['washington', 'time', 'president', 'popularity', 'bubble', 'burst', 'barack', 'obama', 'fox', 'nation']",-1
"['obama', 'priorities', 'gaydar', 'research', 'not', 'security', 'embassy', 'libya']",-1
"['unite', 'state', 'islam', 'obama', 'really', 'think', 'weirdo']",-1
"['create', 'debt', 'plame', 'obama', 'hand', 'money', 'billionaires', 'two', 'war', 'brake', 'own']",-1
"['obama', 'not', 'keep', 'one', 'promise', 'town', 'hall', 'debate', 'believe', 'tonight']",-1
"['talk', 'shit', 'obama']",0
['obama'],0
"['go', 'ideas', 'hurt', 'obama', 'america', 'elect', 'blk', 'pres', 'youhave', 'show', 'whole', 'hand', 'dumbass']",0
"['still', 'idol', 'mr', 'president', 'obama']",1
"['pretty', 'creepy', 'wonder', 'obama', 'always', 'starbursts', 'pocket', 'equally', 'realistic', 'theories']",0
"['saw', 'truck', 'nasa', 'sticker', 'obama', 'sticker', 'new', 'bff']",0
"['debate', 'tonight', 'hope', 'obama', 'bring', 'lot', 'energy', 'tonight', 'debate', 'crucial']",0
"['say', 'much', 'good', 'things', 'obama', 'small', 'business', 'owner', 'pick']",1
"['hillary', 'take', 'spaken', 'obama', 'ignorance', 'attaboy', 'obama', 'blind', 'people', 'back', 'better', 'spineless']",-1
"['south', 'african', 'say', 'obama', 'best', 'thing', 'happen', 'america']",1
"['smart', 'women', 'know', 'obama', 'say', 'policies', 'would', 'cause', 'energy', 'price', 'skyrocket', 'mean']",-1
"['tonight', 'obama', 'focus', 'forceful', 'leave', 'voters', 'wonder', 'not', 'know', 'first', 'debate']",0
"['obama', 'may', 'need', 'grind', 'game', 'backers', 'follow', 'elex', 'closely', 'compare']",0
"['remember', 'obama', 'first', 'get', 'elect', 'niggas', 'act', 'like', 'second', 'come', 'jesus']",0
"['obama', 'work', 'next']",0
"['pretty', 'much', 'obama', 'lose', 'tonight', 'expect', 'madness', 'meltdown', 'breach', 'containment']",0
"['obama', 'win', 'wanna', 'move', 'new', 'york']",0
"['hear', 'obama', 'say', 'nigga', 'please']",0
"['barack', 'obama', 'quietly', 'give', 'control', 'communication', 'systems', 'america']",-1
"['last', 'kid', 'vote', 'johnson', 'would', 'bk', 'obama', 'make', 'sense', 'oh', 'god', 'could', 'scream']",0
"['thanksgiving', 'obama', 'turkey', 'google', 'omg', 'thats', 'wrong']",0
"['okay', 'obama', 'time', 'put', 'game', 'get', 'shit', 'do']",1
"['actually', 'begin', 'feel', 'sorry', 'obama', 'never', 'mind', 'pass', 'like', 'smelly', 'gas']",-1
"['agree', 'not', 'afford', 'years', 'obama']",-1
"['feel', 'thee', 'next', 'indie', 'pres', 'use', 'time', 'next', 'term', 'obm', 'fuck', 'obama', 'world', 'step']",0
"['anyone', 'see', 'obama', 'oh', 'hide', 'behind', 'hillary', 'hillary', 'never', 'see', 'fantasy']",-1
"['cdn', 'muppets', 'denounce', 'democrats', 'call', 'obama', 'puppet', 'ahead', 'democrat', 'organize']",-1
"['new', 'intelligence', 'syrian', 'rebel', 'number', 'win', 'obama', 'not', 'either']",-1
"['gov', 'gary', 'johnson', 'pull', 'vote', 'waste', 'vote', 'obama', 'must', 'go']",-1
"['bob', 'beckel', 'obama', 'create', 'mil', 'job', 'mil', 'people', 'without', 'job', 'january', 'kid', 'bob']",0
"['obama', 'sustain', 'efforts', 'claim', 'not', 'responsible', 'anything', 'belong', 'letter', 'resignation', 'not', 'election', 'campaign']",-1
"['reporter', 'aware', 'michelle', 'vote', 'yesterday', 'obama', 'thank', 'goodness']",0
"['obama', 'debate', 'around', 'corner', 'gaf', 'security', 'crazy']",0
"['obama', 'remind', 'kid', 'one', 'ego']",-1
"['obama', 'walk', 'short', 'debate', 'prep', 'session', 'morning', 'advisers', 'anita', 'dunn', 'david', 'plouffe', 'tell', 'reporters', 'feel', 'fabulous']",0
"['look', 'like', 'obama', 'may', 'need', 'two', 'good', 'debate', 'assure', 'victory']",0
"['go', 'romney', 'lovers', 'whats', 'crazy', 'idea', 'evil', 'towards', 'women', 'fuck', 'stand', 'right']",0
"['liberals', 'depress', 'obama', 'debate', 'tough', 'bcuz', 'lock', 'urself', 'garage', 'run', 'prius', 'nothing', 'happen', 'maher']",0
"['vote', 'obama']",1
"['obama', 'not', 'make', 'eye', 'contact']",0
"['obama', 'not', 'win', 'gonna', 'lotta', 'lack', 'money', 'root', 'evil']",0
"['townhallquestions', 'mr', 'obama', 'someone', 'else', 'help', 'brother', 'kenya', 'many', 'others', 'yur', 'job']",-1
"['join', 'support', 'support', 'president', 'obama', 'agenda', 'via']",1
"['president', 'obama', 'need', 'understand', 'win', 'second', 'term', 'white', 'house', 'not', 'nice', 'republicans', 'anymore']",0
"['japan', 'set', 'become', 'biggest', 'foreign', 'creditor', 'think', 'forget', 'us', 'nuke', 'obama', 'give', 'us', 'enemies']",-1
"['barack', 'obama', 'go', 'america']",-1
"['amerian', 'would', 'vote', 'obama']",1
"['highly', 'doubt', 'barack', 'not', 'another', 'black', 'president', 'long', 'time']",0
"['hate', 'fact', 'people', 'feel', 'every', 'black', 'person', 'support', 'obama', 'simply', 'black']",0
"['pshh', 'go', 'somewhere', 'obama', 'shit']",-1
"['obama', 'mentor', 'teen', 'young', 'adult', 'frank', 'marshall', 'davis', 'look', 'name', 'real', 'quick']",0
"['obama', 'world', 'israelis', 'think', 'obama', 'favor', 'israel', 'palestinians']",-1
"['dirty', 'amp', 'incestuous', 'relationship', 'exist', 'obama', 'amp', 'clinton']",-1
"['future', 'hand', 'not', 'let', 'white', 'mother', 'fucka', 'win', 'vote', 'obama']",1
"['koch', 'brothers', 'threaten', 'fire', 'employees', 'obama', 'win', 'via']",0
"['obama', 'need', 'great', 'performance', 'could', 'flip', 'back', 'co', 'lose', 'oh', 'tonight', 'race']",0
"['one', 'women', 'think', 'obama', 'end', 'terror', 'not', 'fort', 'hood', 'shoot', 'workplace', 'violence']",-1
"['last', 'campaign', 'obama', 'yes', 'change']",0
"['amaze', 'list', 'obama', 'economic', 'failures', 'note', 'one', 'type', 'drop', 'zero', 'median', 'home', 'price', 'detroit']",-1
"['predict', 'obama', 'channel', 'joe', 'debate', 'fall', 'even', 'poll']",0
"['hillary', 'another', 'bump', 'road', 'obama', 'runaway', 'bus']",-1
"['susan', 'rice', 'comment', 'video', 'influence', 'obama', 'campaign']",0
"['tremendous', 'faith', 'pres', 'obama', 'not', 'let', 'particular', 'always', 'back', 'matter']",1
"['acspollen', 'genius', 'obama', 'change', 'watch', 'great']",0
"['obama', 'amp', 'biden', 'keep', 'say', 'respect', 'world', 'not', 'get', 'korea', 'table']",-1
